SN,Paper Title,DOI,Domain,Year,umap_x,umap_y,cited_by_count,is_oa,oa_status,oa_url
2,Artificial intelligence and algorithmic bias: implications for health systems,doi.org/10.7189/jogh.09.020318,Health & Clinical AI,2019,4.4595304,-3.6709685,499,True,gold,https://doi.org/10.7189/jogh.09.020318
3,Artificial Intelligence in Clinical Decision Support: Challenges for Evaluating AI and Practical Implications,doi.org/10.1055/s-0039-1677903,Health & Clinical AI,2019,2.2569187,-1.5400305,335,True,hybrid,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0039-1677903.pdf
4,Artificial intelligence bias in medical system designs: a systematic review,doi.org/10.1007/s11042-023-16029-x,Health & Clinical AI,2023,6.563291,-3.3942938,57,True,bronze,https://link.springer.com/content/pdf/10.1007/s11042-023-16029-x.pdf
5,Inherent Bias in Artificial Intelligence-Based Decision Support Systems for Healthcare,doi.org/10.3390/medicina56030141,Health & Clinical AI,2020,2.3392966,-2.2076168,46,True,gold,https://www.mdpi.com/1648-9144/56/3/141/pdf?version=1616053024
6,Algorithmic bias in data-driven innovation in the age of AI,doi.org/10.1016/j.ijinfomgt.2021.102387,General Fairness & Bias Mitigation,2021,1.6233611,-3.1752234,403,False,closed,
7,Fairness Constraints: Mechanisms for Fair Classification,doi.org/10.48550/arXiv.1507.05259,General Fairness & Bias Mitigation,2015,6.6749353,-3.0961754,335,True,green,https://arxiv.org/pdf/1507.05259
8,Bias Mitigation for Machine Learning Classifiers: A Comprehensive Survey,doi.org/10.48550/arXiv.2207.07068,General Fairness & Bias Mitigation,2022,6.2877903,-2.705,23,True,green,https://arxiv.org/pdf/2207.07068
9,Fairness And Bias in Artificial Intelligence: A Brief Survey of Sources Impacts And Mitigation Strategies,doi.org/10.3390/sci6010003,General Fairness & Bias Mitigation,2023,3.6834323,-2.2693455,668,True,gold,https://www.mdpi.com/2413-4155/6/1/3/pdf?version=1703577406
10,Enforcing Group Fairness in Algorithmic Decision Making: Utility Maximization Under Sufficiency,doi.org/10.48550/arXiv.2206.02237,General Fairness & Bias Mitigation,2022,6.5398183,-3.650143,0,True,green,https://doi.org/10.48550/arxiv.2206.02237
11,Semantic Web technologies and bias in artificial intelligence: A systematic literature review,doi.org/10.3233/SW-223041,Graph-Based Fairness & Bias Mitigation,2023,4.9374495,-1.886376,24,True,hybrid,https://content.iospress.com:443/download/semantic-web/sw223041?id=semantic-web%2Fsw223041
12,Bias in data-driven artificial intelligence systems—An introductory survey,doi.org/10.48550/arXiv.2001.09762,General Fairness & Bias Mitigation,2019,4.691384,-2.1807578,21,True,green,https://arxiv.org/pdf/2001.09762
13,Are AI systems biased against the poor? A machine learning analysis using Word2Vec and GloVe embeddings,doi.org/10.1007/s00146-022-01494-z,LLMs & NLP,2022,5.156484,-0.60996425,52,True,hybrid,https://link.springer.com/content/pdf/10.1007/s00146-022-01494-z.pdf
14,Sources of bias in artificial intelligence that perpetuate healthcare disparities—A global review,doi.org/10.1371/journal.pdig.0000022,Health & Clinical AI,2022,1.6955229,-1.8019084,0,False,closed,
15,Analysis of Countries in Terms of Artificial Intelligence Technologies: PROMETHEE and GAIA Method Approach,doi.org/10.3390/su15054604,General Fairness & Bias Mitigation,2022,3.296196,-2.4748595,23,True,gold,https://www.mdpi.com/2071-1050/15/5/4604/pdf?version=1677924429
16,Evaluation and Mitigation of Racial Bias in Clinical Machine Learning Models: Scoping Review,doi.org/10.2196/36388,Health & Clinical AI,2022,1.4280194,-2.8826387,180,True,gold,https://jmir.org/api/download?alt_name=medinform_v10i5e36388_app1.pdf&filename=913eebeab355f3bafc031318200c7560.pdf
17,Towards Debiasing Sentence Representations,doi.org/10.48550/arXiv.2007.08100,LLMs & NLP,2020,5.225571,-0.1812538,7,True,green,https://arxiv.org/pdf/2007.08100
18,Algorithmic Bias in Autonomous Systems,doi.org/10.24963/ijcai.2017/654,General Fairness & Bias Mitigation,2017,4.471445,-3.328256,440,True,gold,https://www.ijcai.org/proceedings/2017/0654.pdf
19,Meritocratic Fairness for Infinite and Contextual Bandits,doi.org/10.1145/3278721.3278764,General Fairness & Bias Mitigation,2018,6.7969007,-3.7286918,21,False,closed,
20,Trustworthy AI: A Computational Perspective,doi.org/10.48550/arXiv.2107.06641,General Fairness & Bias Mitigation,2022,4.7771087,-2.568558,2,True,green,https://arxiv.org/pdf/2107.06641
21,A Survey on Datasets for Fairness-Aware ML,doi.org/10.48550/arXiv.2110.00530,General Fairness & Bias Mitigation,2021,6.241868,-2.38796,12,True,green,https://doi.org/10.48550/arxiv.2110.00530
22,A Comprehensive Empirical Study of Bias Mitigation Methods for Machine Learning Classifiers,doi.org/10.48550/arXiv.2207.03277,General Fairness & Bias Mitigation,2023,6.0224104,-2.8582861,13,True,green,https://arxiv.org/pdf/2207.03277
23,Ignorance and Prejudice in Software Fairness,doi.org/10.1109/ICSE43902.2021.00129,General Fairness & Bias Mitigation,2021,6.224626,-2.9393556,69,True,green,https://discovery.ucl.ac.uk/10123814/1/ICSE2021__Ignorance_Prejudice%20%285%29.pdf
24,Removing Biased Data to Improve Fairness and Accuracy,doi.org/10.48550/arXiv.2102.03054,General Fairness & Bias Mitigation,2021,5.671517,-2.5132933,10,True,green,https://arxiv.org/pdf/2102.03054
25,FAIR MIXUP: Fairness via Interpolation,doi.org/10.48550/arXiv.2103.06503,General Fairness & Bias Mitigation,2021,6.5811353,-2.347359,11,True,green,https://arxiv.org/pdf/2103.06503
26,Mitigating Unwanted Biases with Adversarial Learning,doi.org/10.48550/arXiv.1801.07593,General Fairness & Bias Mitigation,2018,6.740702,-2.2518015,98,True,gold,https://dl.acm.org/doi/pdf/10.1145/3278721.3278779
27,Black Box Fairness Testing of Machine Learning Models,doi.org/10.1145/3338906.3338937,General Fairness & Bias Mitigation,2019,5.6828732,-2.4117017,180,False,closed,
28,MAAT: A Novel Ensemble Approach to Addressing Fairness and Performance Bugs for Machine Learning Software,doi.org/10.1145/3540250.3549093,General Fairness & Bias Mitigation,2023,6.0994735,-2.9289973,59,True,green,https://discovery.ucl.ac.uk/10152903/1/FSE22_Fairness.pdf
29,Fairea: A Model Behaviour Mutation Approach to Benchmarking Bias Mitigation Methods,doi.org/10.1145/3468264.3468565,General Fairness & Bias Mitigation,2021,6.0088396,-2.8503118,68,True,green,https://discovery.ucl.ac.uk/10130186/1/Fairea-rps.pdf
30,Machine Learning Fairness Notions: Bridging the Gap with Real-World Applications,doi.org/10.1016/j.ipm.2021.102642,General Fairness & Bias Mitigation,2021,1.2347785,-2.9698486,53,True,bronze,https://www.sciencedirect.com/science/article/am/pii/S0306457321001321?via%3Dihub
31,A Survey on Bias and Fairness in Machine Learning,doi.org/10.48550/arXiv.1908.09635,General Fairness & Bias Mitigation,2021,5.2522573,-2.5925944,317,True,green,https://arxiv.org/pdf/1908.09635
32,A Review on Fairness in Machine Learning,doi.org/10.1145/3494672,General Fairness & Bias Mitigation,2022,5.805931,-3.6214697,527,False,closed,
33,Fairness and Machine Learning: Limitations and Opportunities,,General Fairness & Bias Mitigation,2023,1.9446951,-3.2587516,258,True,gold,http://www.thelancet.com/article/S2589750020300650/pdf
34,Reconciling Modern Machine Learning Practice and the Bias-Variance Trade-Off,doi.org/10.48550/arXiv.1812.11118,General Fairness & Bias Mitigation,2019,5.690019,-2.3765564,83,True,green,http://export.arxiv.org/pdf/1812.11118
35,Fairness-Driven Private Collaborative Machine Learning,doi.org/10.48550/arXiv.2109.14376,General Fairness & Bias Mitigation,2021,3.4523764,-1.1256709,0,True,green,https://doi.org/10.48550/arxiv.2109.14376
36,Fairness in Machine Learning,doi.org/10.1007/978-3-030-43883-8_7,General Fairness & Bias Mitigation,2020,4.3244367,-2.6277816,298,True,green,https://arxiv.org/pdf/2012.15816
37,Fairness-Aware Explainable Recommendation over Knowledge Graphs,doi.org/10.1145/3397271.3401051,Recommender Systems,2020,8.519923,0.06803359,189,False,closed,
38,Big Data's Disparate Impact,doi.org/10.2139/ssrn.2477899,General Fairness & Bias Mitigation,2016,2.1215656,-2.1759546,2128,True,green,https://doi.org/10.2139/ssrn.2477899
39,Men Also Like Shopping: Reducing Gender Bias Amplification Using Corpus-Level Constraints,doi.org/10.48550/arXiv.1707.09457,LLMs & NLP,2017,5.883335,0.7558942,124,True,green,https://arxiv.org/pdf/1707.09457
40,Certifying and Removing Disparate Impact,doi.org/10.1145/2783258.2783311,General Fairness & Bias Mitigation,2015,4.6658874,-3.785079,1767,False,closed,
41,Integrating Behavioral Economic and Technical Insights to Address Algorithmic Bias,doi.org/10.1145/3519420,General Fairness & Bias Mitigation,2022,5.940674,-3.3053398,23,False,closed,
42,Fairness in Recommendation: Foundations Methods and Applications,doi.org/10.1145/3610302,Recommender Systems,2023,8.8589115,0.32225883,83,False,closed,
43,A Survey on Trustworthy Recommender Systems,doi.org/10.1145/3652891,Recommender Systems,2024,8.325154,0.2637368,63,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3652891
44,A Comprehensive Survey on Trustworthy Recommender Systems,doi.org/10.48550/arXiv.2209.10117,Recommender Systems,2022,8.407198,0.33413154,15,True,green,https://arxiv.org/pdf/2209.10117
45,Towards Personalized Fairness Based on Causal Notion,doi.org/10.1145/3404835.3462966,Recommender Systems,2021,8.648683,0.50171113,133,True,gold,https://dl.acm.org/doi/pdf/10.1145/3404835.3462966
46,Explainable Recommender Systems with Knowledge Graphs and Language Models,doi.org/10.1007/978-3-031-56069-9_46,Recommender Systems,2024,1.2201285,-2.735414,4,False,closed,
47,Knowledge Graphs and Explainable AI in Healthcare,doi.org/10.3390/info13100459,Health & Clinical AI,2022,2.1843107,-1.639633,44,True,gold,https://www.mdpi.com/2078-2489/13/10/459/pdf?version=1666581758
48,Constructing Knowledge Graphs and Their Biomedical Applications,doi.org/10.1016/j.csbj.2020.05.017,Health & Clinical AI,2020,1.9561913,-1.113967,267,True,gold,https://doi.org/10.1016/j.csbj.2020.05.017
49,Algorithmic Fairness Datasets: The Story So Far,doi.org/10.1007/s10618-022-00854-z,General Fairness & Bias Mitigation,2022,6.0300026,-1.8395265,1,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10618-022-00854-z.pdf
50,Review of Mathematical Frameworks for Fairness in Machine Learning,doi.org/10.48550/arXiv.2005.13755,General Fairness & Bias Mitigation,2020,6.542876,-3.7485206,20,True,green,https://arxiv.org/pdf/2005.13755
51,Did You Do Your Homework? Raising Awareness on Software Fairness and Discrimination,10.1109/ASE51524.2021.9678568,General Fairness & Bias Mitigation,2021,6.3831763,-3.0133028,16,True,green,https://discovery.ucl.ac.uk/10133603/1/ASE2021_NIER-Antiprotected.pdf
52,Fairness in Machine Learning: A Survey,10.1145/3616865,General Fairness & Bias Mitigation,2023,6.375286,-3.0653656,433,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3616865
53,Privileged and Unprivileged Groups: An Empirical Study on the Impact of the Age Attribute on Fairness,doi.org/10.1145/3524491.3527308,General Fairness & Bias Mitigation,2022,6.257013,-3.1713,5,True,gold,https://dl.acm.org/doi/pdf/10.1145/3524491.3527308
54,Fairway: A Way to Build Fair ML Software,doi.org/10.1145/3368089.3409697,General Fairness & Bias Mitigation,2020,5.7131486,-2.7646298,119,True,green,https://arxiv.org/pdf/2003.10354
55,Do the Machine Learning Models on a Crowd-Sourced Platform Exhibit Bias?,doi.org/10.5281/zenodo.3912064,General Fairness & Bias Mitigation,2020,6.2536902,-2.7169642,2,True,green,
56,Fair Preprocessing: Understanding Compositional Fairness of Data Transformers in ML Pipeline,doi.org/10.1145/3468264.3468536,General Fairness & Bias Mitigation,2021,6.3574452,-2.7315042,94,True,gold,https://dl.acm.org/doi/pdf/10.1145/3468264.3468536
57,Bias in Machine Learning Software: Why? How? What to Do?,doi.org/10.1145/3468264.3468537,General Fairness & Bias Mitigation,2021,6.336771,-2.5850773,166,True,green,https://arxiv.org/pdf/2105.12195
58,Fairness-Aware Machine Learning: An Extensive Overview,,General Fairness & Bias Mitigation,2020,2.0322444,-2.012416,98,False,closed,
59,An Information Theoretic Approach to Reducing Algorithmic Bias for Machine Learning,doi.org/10.1016/j.neucom.2021.09.081,General Fairness & Bias Mitigation,2022,1.9276742,-2.229649,25,False,closed,
60,Representation Bias in Data: A Survey on Identification and Resolution Techniques,doi.org/10.1145/3588433,General Fairness & Bias Mitigation,2023,5.0832915,-1.9618784,101,False,closed,
61,Algorithmic Fairness,doi.org/10.1007/978-3-031-24628-9_37,General Fairness & Bias Mitigation,2020,6.1998296,-2.2333105,7,True,green,https://arxiv.org/pdf/2001.09784
62,A Survey on Fairness for Machine Learning on Graphs,doi.org/10.48550/arXiv.2205.05396,Graph-Based Fairness & Bias Mitigation,2024,8.392418,-0.96980315,3,True,green,https://arxiv.org/pdf/2205.05396
63,Slice Tuner: A Selective Data Acquisition Framework for Fair ML Models,doi.org/10.1145/3448016.3452792,General Fairness & Bias Mitigation,2021,5.9244914,-2.3658347,31,False,closed,
64,Optimized Score Transformation for Consistent Fair Classification,doi.org/10.48550/arXiv.1906.00066,General Fairness & Bias Mitigation,2021,6.6502,-2.893429,1,True,green,https://arxiv.org/pdf/1906.00066
65,Counterfactual Fairness,doi.org/10.48550/arXiv.1703.06856,General Fairness & Bias Mitigation,2017,6.8814354,-3.0229354,870,True,green,https://arxiv.org/pdf/1703.06856
66,Algorithmic Fairness: Choices Assumptions and Definitions,doi.org/10.1146/annurev-statistics-042720-125902,General Fairness & Bias Mitigation,2021,6.550032,-3.7214458,556,True,hybrid,https://www.annualreviews.org/doi/pdf/10.1146/annurev-statistics-042720-125902
67,On the Applicability of Machine Learning Fairness Notions,doi.org/10.1145/3468507.3468511,General Fairness & Bias Mitigation,2021,4.341191,-0.6501359,9,True,green,https://arxiv.org/pdf/2006.16745.pdf
68,Approval of AI/ML-Based Medical Devices in USA & Europe,10.1016/S2589-7500(20)30292-2,Health & Clinical AI,2021,2.107041,-1.6426456,623,True,gold,http://www.thelancet.com/article/S2589750020302922/pdf
69,AI in Medicine: Structural Challenges in Improving Patient Care,10.1016/j.xcrm.2022.100622,Health & Clinical AI,2022,2.3540466,-2.0440028,69,True,gold,https://doi.org/10.1016/j.xcrm.2022.100622
70,FDA-Approved ML Algorithms in Neuroradiology,10.1016/j.artmed.2023.102607,Health & Clinical AI,2023,4.833543,0.21175107,17,False,closed,
71,Data Drift in Medical ML: Implications and Remedies,10.1259/bjr.20220878,Health & Clinical AI,2023,1.5950724,-1.4702337,189,True,bronze,https://academic.oup.com/bjr/article-pdf/96/1150/20220878/57370848/bjr.20220878.pdf
72,Recommendations on compiling test datasets for evaluating artificial intelligence solutions in pathology,https://doi.org/10.1038/s41379-022-01147-y,Health & Clinical AI,2022,1.6731501,-1.61294,66,True,hybrid,http://mp.uscap.org/article/S0893395222054874/pdf
73,Shifting ML in Healthcare: From Development to Deployment,doi.org/10.1038/s41551-022-00898-y,Health & Clinical AI,2022,1.6138052,-1.2726811,389,True,hybrid,https://www.nature.com/articles/s41551-022-00898-y.pdf
74,Towards a Fair Marketplace: Fairness & Satisfaction in Recommender Systems,doi.org/10.1145/3269206.3272027,Recommender Systems,2022,8.809144,0.9503414,274,False,closed,
75,A Survey on Fairness in Large Language Models,doi.org/10.48550/arXiv.2308.1014,LLMs & NLP,2023,5.4793096,-0.36902922,21,True,green,https://arxiv.org/pdf/2308.10149
76,Bias and Fairness in Large Language Models: A Survey,doi.org/10.1162/coli_a_00524,LLMs & NLP,2024,5.319557,-0.11907823,476,True,diamond,https://direct.mit.edu/coli/article-pdf/doi/10.1162/coli_a_00524/2381177/coli_a_00524.pdf
77,Investigating Bias in LLM-Based Bias Detection: Disparities between LLMs and Human Perception,doi.org/10.48550/arXiv.2403.14896,LLMs & NLP,2024,4.973433,0.26200855,22,True,green,https://arxiv.org/pdf/2403.14896
78,Systematic Biases in LLM Simulations of Debates,doi.org/10.18653/v1/2024.emnlp-main.16,LLMs & NLP,2024,4.8768687,-0.029738583,37,True,gold,https://aclanthology.org/2024.emnlp-main.16.pdf
79,Kelly is a Warm Person Joseph is a Role Model: Gender Biases in LLM-Generated Reference Letters,doi.org/10.48550/arXiv.2310.09219,LLMs & NLP,2023,5.2017922,0.3590302,17,True,green,https://arxiv.org/pdf/2310.09219
80,Justice or Prejudice? Quantifying Biases in LLM-as-a-Judge,doi.org/10.48550/arXiv.2410.02736,LLMs & NLP,2024,4.773356,1.1116585,6,True,green,https://arxiv.org/pdf/2410.02736
81,Bias and Unfairness in Information Retrieval Systems: New Challenges in the LLM Era,doi.org/10.1145/3637528.3671458,LLMs & NLP,2024,5.894763,0.18354304,98,True,gold,https://dl.acm.org/doi/pdf/10.1145/3637528.3671458
82,Probing Explicit and Implicit Gender Bias through LLM Conditional Text Generation,doi.org/10.48550/arXiv.2311.00306,LLMs & NLP,2023,5.1376653,0.39482895,8,True,green,https://arxiv.org/pdf/2311.00306
83,On the Independence of Association Bias and Empirical Fairness in Language Models,https://doi.org/10.48550/arXiv.2304.10153,LLMs & NLP,2023,5.4025025,-0.19293828,0,True,green,https://arxiv.org/pdf/2304.10153
84,Fairness in Large Language Models: A Taxonomic Survey,doi.org/10.1145/3682112.3682117,LLMs & NLP,2023,5.571106,-0.3995845,54,False,closed,
85,Survey on Factuality in Large Language Models: Knowledge Retrieval and Domain-Specificity,doi.org/10.48550/arXiv.2310.07521,LLMs & NLP,2024,5.0161557,1.2857287,53,True,green,https://arxiv.org/pdf/2310.07521
86,A Survey of Large Language Models in Medicine: Progress Application and Challenge,doi.org/10.48550/arXiv.2311.05112,LLMs & NLP,2023,2.404321,-0.35726628,37,True,green,https://arxiv.org/pdf/2311.05112
87,Creating Trustworthy LLMs: Dealing with Hallucinations in Healthcare AI,doi.org/10.48550/arXiv.2311.01463,LLMs & NLP,2023,2.459124,-0.46564856,17,True,green,https://arxiv.org/pdf/2311.01463
88,Risk Taxonomy Mitigation and Assessment Benchmarks of Large Language Model Systems,doi.org/10.48550/arXiv.2401.05778,LLMs & NLP,2023,4.4155188,0.98467195,13,True,green,https://arxiv.org/pdf/2401.05778
89,Large Language Models in Healthcare and Medical Domain: A Review,doi.org/10.3390/informatics11030057,LLMs & NLP,2024,2.4288151,-0.38640022,321,True,gold,https://www.mdpi.com/2227-9709/11/3/57/pdf?version=1723020841
90,Understanding Asian Stereotyping and Bias in LLMs,,LLMs & NLP,2024,5.3183117,0.8511463,416,True,diamond,https://direct.mit.edu/coli/article-pdf/doi/10.1162/coli_a_00502/2191886/coli_a_00502.pdf
91,Evaluating Interfaced LLM Bias,,LLMs & NLP,2023,2.7262893,-0.11377278,427,True,gold,https://doi.org/10.1016/s2589-7500(23)00225-x
92,Intentional Biases in LLM Responses,doi.org/10.1109/UEMCON59035.2023.10316060,LLMs & NLP,2023,4.6853313,-0.13145585,9,False,closed,
93,Unequal Opportunities: Examining the Bias in Geographical Recommendations by Large Language Models,doi.org/10.1145/3708359.3712111,LLMs & NLP,2025,2.121408,-3.0922432,7,True,gold,https://doi.org/10.1145/3708359.3712111
94,Bias in data-driven artificial intelligence systems—An introductory survey (2nd entry),https://doi.org/10.1002/widm.1356,Graph-Based Fairness & Bias Mitigation,2020,4.745423,-2.1577897,976,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/widm.1356
95,Contextual knowledge graph approach to bias-reduced decision support systems,https://doi.org/10.1080/12460125.2024.2349436,Graph-Based Fairness & Bias Mitigation,2024,5.798966,-2.7228312,5,True,bronze,https://www.tandfonline.com/doi/pdf/10.1080/12460125.2024.2349436?download=true
96,Detecting and Mitigating Bias in LLMs through Knowledge Graph-Augmented Training,https://doi.org/10.48550/arXiv.2504.00310,Graph-Based Fairness & Bias Mitigation,2025,5.583988,-0.5107499,0,True,green,https://arxiv.org/pdf/2504.00310
97,StereoKG: Data-Driven Knowledge Graph Construction For Cultural Knowledge and Stereotypes,https://doi.org/10.18653/v1/2022.woah-1.7,Graph-Based Fairness & Bias Mitigation,2022,5.072192,-0.11588927,8,True,gold,https://aclanthology.org/2022.woah-1.7.pdf
98,Visual Affect Around the World,https://doi.org/10.1145/2733373.2806246,Graph-Based Fairness & Bias Mitigation,2015,5.8440194,0.8347236,96,True,gold,https://dl.acm.org/doi/pdf/10.1145/2733373.2806246
99,Semantics of the Black-Box: Can knowledge graphs help make deep learning systems more interpretable and explainable?,https://doi.org/10.48550/arXiv.2010.08660,Graph-Based Fairness & Bias Mitigation,2020,5.01911,-1.406983,0,True,green,https://arxiv.org/pdf/2010.08660
100,Leveraging Structural Causal Models for Bias Detection and Feature Adjustment in Machine Learning Predictions,https://doi.org/10.1109/is61756.2024.10705239,Graph-Based Fairness & Bias Mitigation,2024,6.134918,-2.7503207,1,False,closed,
101,Gender Bias Analysis in Commonsense Knowledge Graph Embeddings,https://doi.org/10.1109/kse59128.2023.10299485,Graph-Based Fairness & Bias Mitigation,2023,6.025445,-0.47161886,1,False,closed,
102,Towards Engineering Fair Ontologies: Unbiasing a Surveillance Ontology,https://doi.org/10.1109/pic53636.2021.9687030,Graph-Based Fairness & Bias Mitigation,2021,5.2066574,-1.9592593,5,False,closed,
103,Personalized Recommender System for Improving Gender-fairness in Teaching,https://doi.org/10.1109/smap.2019.8864884,Recommender Systems,2019,8.4850445,0.52478033,1,False,closed,
104,Fairness and Bias in E-commerce Recommendation Systems: A Literature Review,https://doi.org/10.1109/icimcis63449.2024.10956674,Recommender Systems,2024,8.761689,1.287108,1,False,closed,
105,De-Biasing user conformity bias and item popularity bias in Group recommendation,https://doi.org/10.1109/itnec56291.2023.10082689,Recommender Systems,2023,8.678286,1.3657509,7,False,closed,
106,DF-CDR: A Unified Framework for Dual Fairness in Cross-Domain Recommendation Systems,https://doi.org/10.1109/ica67499.2025.00045,Recommender Systems,2025,8.215122,0.6327959,0,False,closed,
107,"Enhancing Netflix's Recommendation System: A Hybrid AI Approach for Personalization, Bias Reduction, and Engagement Optimization",https://doi.org/10.1109/iccams65118.2025.11234016,Recommender Systems,2025,8.126416,0.77227074,0,False,closed,
108,Properly Scoring Users' Mainstreamness to Evaluate Recommendation Bias,https://doi.org/10.1109/smc53992.2023.10394566,Recommender Systems,2023,8.757724,1.2489198,0,False,closed,
109,A Bias Aware News Recommendation System,https://doi.org/10.1109/icosc.2019.8665610,Recommender Systems,2019,8.001893,1.0536959,1,True,green,https://arxiv.org/pdf/1803.03428
110,Cross-Modality Bias Auditing and Fairness Evaluation in Generalist Clinical AI Models,https://doi.org/10.1109/aixmhc65380.2025.00062,Health & Clinical AI,2025,1.8156716,-2.1407902,0,False,closed,
111,A Survey of Bias and Fairness in Healthcare AI,https://doi.org/10.1109/ichi61247.2024.00103,Health & Clinical AI,2024,2.3101058,-2.069815,8,False,closed,
112,The Problem Of Data Bias In Healthcare AI,https://doi.org/10.1109/idicaiei61867.2024.10842779,Health & Clinical AI,2024,5.6839585,-2.7525265,2,False,closed,
113,Gradient-Based Reconciliation of Fairness and Performance in Healthcare AI,https://doi.org/10.1109/ichi64645.2025.00081,Health & Clinical AI,2025,1.5498059,-2.4008536,0,False,closed,
114,"Integrated Framework for Equitable Healthcare AI: Bias Mitigation, Community Participation, and Regulatory Governance",https://doi.org/10.1109/csnt64827.2025.10968102,Health & Clinical AI,2025,1.1810764,-2.229214,0,False,closed,
115,Racial Bias in Multimodal Classification of Healthcare Data - Evidence from MIMIC-IV,https://doi.org/10.1109/apscon63569.2025.11144427,Health & Clinical AI,2025,1.3104637,-1.745319,0,False,closed,
116,Fairness Metrics in AI Healthcare Applications: A Review,https://doi.org/10.1109/iri62200.2024.00065,Health & Clinical AI,2024,1.9589021,-3.0202258,10,False,closed,
117,Enhancing Multi-Attribute Fairness in Healthcare Predictive Modeling,https://doi.org/10.1109/ichi64645.2025.00015,Health & Clinical AI,2025,1.5175784,-2.3281372,0,False,closed,
118,De-Biased Disentanglement Learning for Pulmonary Embolism Survival Prediction on Multimodal Data,https://doi.org/10.1109/jbhi.2024.3384848,Health & Clinical AI,2024,1.3488125,-1.8887824,2,False,closed,
119,Mitigating Racial Bias in Skin Lesion Classification with a Novel Deep Learning-Driven Dataset,https://doi.org/10.1109/bmeicon66226.2025.11113692,Health & Clinical AI,2025,1.2144674,-1.8599796,0,False,closed,
120,"Underrepresented Tones: Addressing Skin Bias in Medical Imaging for Eczema, Psoriasis, and Melanoma Detection Using CNNs",https://doi.org/10.1109/isas60782.2023.10391684,Health & Clinical AI,2023,1.212131,-1.8322408,4,False,closed,
121,Assessing Bias Within Diabetes Risk Prediction in Machine Learning Techniques,https://doi.org/10.1109/icdmw69685.2025.00403,Health & Clinical AI,2025,1.0453607,-2.7125015,0,False,closed,
122,fair-LDP: Uncertainty-Guided Fairness and Privacy for Federated Healthcare Learning,https://doi.org/10.1109/icdm65498.2025.00020,Health & Clinical AI,2025,3.011052,-1.2528589,0,False,closed,
123,Addressing Algorithmic Bias in Diabetes Care: A Multi-Modal Machine Learning Framework for Equitable Readmission Prediction,https://doi.org/10.1109/icdmw69685.2025.00086,Health & Clinical AI,2025,0.9753075,-2.293351,0,False,closed,
124,FairCLIP: Harnessing Fairness in Vision-Language Learning,https://doi.org/10.1109/cvpr52733.2024.01168,Health & Clinical AI,2024,0.8862751,-2.03277,39,False,closed,
125,AGR: Age Group fairness Reward for Bias Mitigation in LLMs,https://doi.org/10.1109/icassp49660.2025.10890657,LLMs & NLP,2025,6.2329917,-1.4117972,2,False,closed,
126,Causal Mitigation of Pink Tax: Intersectional Bias Reduction in LLMs,https://doi.org/10.1109/icctit68197.2025.11406405,LLMs & NLP,2025,5.3132715,0.12948564,0,False,closed,
127,Evaluating Bias Detection and Mitigation Approaches Across Classical and Large Language Models,https://doi.org/10.1109/access.2026.3669650,LLMs & NLP,2026,5.5127926,-0.6645148,0,True,gold,https://doi.org/10.1109/access.2026.3669650
128,Leveraging Large Language Models for Bias Detection and Mitigation in Data Analytics Models,https://doi.org/10.1109/iciccs65191.2025.10984507,LLMs & NLP,2025,5.4135036,-1.2408329,2,False,closed,
129,ThaiSBi: A Thai Social Bias Dataset for Large Language Model,https://doi.org/10.1109/kst65016.2025.11003363,LLMs & NLP,2025,4.782894,-0.4434455,0,False,closed,
130,Fairness in AI: Evaluating and Mitigating Bias in Decision-Making Models,https://doi.org/10.1109/cins67018.2025.11412070,LLMs & NLP,2025,3.9420857,-3.407318,0,False,closed,
131,Quantifying and Mitigating Occupational Bias in Open-Source Large Language Models,https://doi.org/10.1109/bigdata66926.2025.11402061,LLMs & NLP,2025,3.5485702,-2.1741433,0,False,closed,
132,Exploring Bias Evaluation Techniques for Quantifying Large Language Model Biases,https://doi.org/10.1109/ialp61005.2023.10337300,LLMs & NLP,2023,4.487092,-0.034090754,4,False,closed,
133,Mitigating Bias in Large Language Models Through Culturally-Relevant LLMs,https://doi.org/10.1109/ethics65148.2025.11098204,LLMs & NLP,2025,4.782012,-0.43078437,1,False,closed,
134,Probing into the Fairness of Large Language Models: A Case Study of ChatGPT,https://doi.org/10.1109/ciss59072.2024.10480206,LLMs & NLP,2024,5.109823,-2.3312707,5,False,closed,
135,Leveraging Multiple LLM Evaluators for Scalable and Fair Language Model Assessments,https://doi.org/10.1109/icmctc62214.2025.11196295,LLMs & NLP,2025,4.851858,1.2702049,33,False,closed,
136,Emergent Biases in Large Language Models: A Critical Review of Taxonomy and Evaluations,https://doi.org/10.1109/cogmi67134.2025.00036,LLMs & NLP,2025,5.316519,-3.4416938,0,False,closed,
137,Bias Detection and Mitigation in Large Language Models for Code Generation,https://doi.org/10.1109/jiot.2025.3636829,LLMs & NLP,2025,4.4403896,0.5371184,0,False,closed,
