"SN","Paper Title","DOI","Authors","Author Regions","Affiliations","Year","Domain","Focus Region","Source","ORC ID"
"183","Investigating Perception of Gender Stereotypes in Large Language Models: A Computational Grounded Theory Approach","https://doi.org/10.1145/3737882","Rohan Charudatt Salvi; Nigel Bosch","USA; USA","University of Illinois Chicago; University of Illinois Urbana-Champaign","2025","LLMs & NLP","","New","https://orcid.org/0000-0002-7703-4554; https://orcid.org/0000-0003-2736-2899"
"184","Indian-BhED: A Dataset for Measuring India-Centric Biases in Large Language Models","https://doi.org/10.1145/3677525.3678666","Khyati Khandelwal; Manuel Tonneau; Andrew M. Bean; Hannah Rose Kirk; Scott A. Hale","United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom","University of Oxford; University of Oxford; University of Oxford; University of Oxford; University of Oxford","2024","LLMs & NLP","","New","N/A; https://orcid.org/0009-0008-4954-3133; https://orcid.org/0000-0001-8439-5975; https://orcid.org/0000-0002-7419-5993; https://orcid.org/0000-0002-6894-4951"
"185","Unmasking Bias in Financial AI: A Robust Framework for Evaluating and Mitigating Hidden Biases in LLMs","https://doi.org/10.1145/3768292.3770355","Shreshth Mehrotra; P Raghavendra; Balraj Prajesh; Hrishikesh Kambale; Puspita Majumdar","India; India; India; India; India","Mastercard;Mastercard;Mastercard;Mastercard;Mastercard","2025","LLMs & NLP","","New","https://orcid.org/0009-0000-6980-2392; https://orcid.org/0009-0009-1767-8276; https://orcid.org/0009-0006-9014-2871; https://orcid.org/0009-0006-8600-5794; https://orcid.org/0000-0002-4031-785X"
"186","Fairness of Large Language Models in Education","https://doi.org/10.1145/3687311.3687404","Rong Gao; Qin Ni; Bingying Hu","China; China; China","Shanghai Normal University; Shanghai International Studies University; Shanghai Normal University","2024","LLMs & NLP","","New","https://orcid.org/0009-0006-8842-161X; https://orcid.org/0009-0008-5438-5109; N/A"
"187","EVENS: Equality versus Equity Notion Spectrum of LLMs","https://doi.org/10.1145/3769126.3769262","Qingjing Chen; Rongxin Cheng; Yan Liu et al.","Italy; China; China; China; China; China; Italy; China; China","University of Bologna; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; University of Bologna; Tsinghua University; Tsinghua University","2025","LLMs & NLP","","New","https://orcid.org/0000-0003-4480-4740; N/A; https://orcid.org/0009-0004-9212-0401; N/A; N/A; N/A; N/A; N/A; https://orcid.org/0009-0007-7539-4242"
"188","The Root Shapes the Fruit: On the Persistence of Gender-Exclusive Harms in Aligned Language Models","https://doi.org/10.1145/3715275.3732196","Anaelia Ovalle; Krunoslav Lehman Pavasovic; Louis Martin et al.","USA; USA","Seattle University; UCLA Health","2025","LLMs & NLP","","New","https://orcid.org/0000-0002-0531-7520; https://orcid.org/0009-0003-9354-1008; N/A; https://orcid.org/0009-0008-8296-0764; https://orcid.org/0009-0005-3076-1948; https://orcid.org/0000-0001-5365-0072; https://orcid.org/0000-0001-5281-3343; https://orcid.org/0000-0001-5403-4124"
"189","Addressing algorithmic bias and the perpetuation of health inequities: An AI bias aware framework","https://doi.org/10.1016/j.hlpt.2022.100702","Ritu Agarwal; Margrét V. Bjarnadóttir; Lauren A. Rhue; Michelle Dugas; K. Crowley; Justin Clark; Guodong Gao","USA; USA; USA; USA; USA; USA; USA","Johns Hopkins University; University of Maryland, College Park; University of Maryland, College Park; World Bank; Accenture (United States); University of Maryland, College Park; Johns Hopkins University","2022","Health & Clinical AI","","New","https://orcid.org/0000-0002-8907-5652; https://orcid.org/0000-0003-2955-1992; N/A; https://orcid.org/0000-0003-1400-4515; N/A; https://orcid.org/0000-0003-0133-1613; https://orcid.org/0000-0002-2336-9682"
"190","Mitigating algorithmic bias in credit scoring support systems through adversarial learning","https://doi.org/10.1016/j.dss.2026.114653","Junye Lin; Liping Yang","China; China","Renmin University of China; Tencent (China); Tencent (China); Tencent (China); Renmin University of China; Renmin University of China","2026","General Fairness & Bias Mitigation","","New","N/A; N/A"
"191","Algorithmic bias and transparency in artificial intelligence tools for nursing education: A scoping review","https://doi.org/10.1016/j.nepr.2026.104756","Mohammad Ishtiaque Rahman","USA","Queen Mary University of London; Queen Mary University of London","2026","Health & Clinical AI","","New","https://orcid.org/0009-0003-2392-7028"
"192","Implications of algorithmic bias in AI-driven emergency response systems","https://doi.org/10.1016/j.ject.2025.05.003","Katsiaryna Bahamazava","Italy","Department of Mathematical Sciences G.L. Lagrange, Politecnico di Torino, Corso Duca degli Abruzzi, 24, Torino 10129, Italy","2025","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0001-6645-5276"
"193","The Butterfly Effect in artificial intelligence systems: Implications for AI bias and fairness","https://doi.org/10.1016/j.mlwa.2024.100525","Emilio Ferrara","USA","University College Dublin; University College Dublin; University College Dublin; University College Dublin; University College Dublin","2024","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0002-1942-2831"
"194","Algorithmic bias: Social science research integration through the 3-D Dependable AI Framework","https://doi.org/10.1016/j.copsyc.2024.101836","Kalinda Ukanwa","USA","Hong Kong Baptist University; Hong Kong Baptist University; Hong Kong Baptist University","2024","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0001-8712-998X"
"195","EXplainable Artificial Intelligence (XAI) for facilitating recognition of algorithmic bias: An experiment from imposed users' perspectives","https://doi.org/10.1016/j.tele.2024.102135","Ching-Hua Chuan; Ruoyu Sun; Shiyun Tian; Wan-Hsiu Sunny Tsai","USA; USA; USA; USA","Carnegie Mellon University; LinkedIn (United States); LinkedIn (United States); LinkedIn (United States)","2024","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0001-5350-6134; https://orcid.org/0000-0003-2487-5322; N/A; https://orcid.org/0000-0003-3124-6882"
"196","Towards early detection of algorithmic bias from dataset's bias symptoms: An empirical study","https://doi.org/10.1016/j.infsof.2025.107905","Giordano d'Aloisio; Claudio Di Sipio; Antinisca Di Marco; Davide Di Ruscio","Italy; Italy; Italy; Italy","Middle Tennessee State University; Middle Tennessee State University; Middle Tennessee State University","2025","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0001-7388-890X; https://orcid.org/0000-0001-9872-9542; https://orcid.org/0000-0001-7214-9945; https://orcid.org/0000-0002-5077-6793"
"197","Human-Centric AI to Mitigate AI Biases","https://doi.org/10.4018/JGIM.331755","Antoine Harfouche; Bernard Quinio; Francesca Bugiotti","France; France; France","Swinburne University of Technology","2023","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0002-0407-9217; https://orcid.org/0000-0003-1647-6516; https://orcid.org/0000-0002-6555-9652"
"198","Teaching AI awareness in middle school classrooms: Design, implementation and evaluation of two education modules on algorithmic bias and filter bubbles","https://doi.org/10.1016/j.caeai.2025.100425","Mehtab Iqbal et al.","USA; USA; USA; USA; USA; USA; USA; USA","Ben-Gurion University of the Negev; University of Sussex; Ben-Gurion University of the Negev; Beth Israel Deaconess Medical Center; Harvard–MIT Division of Health Sciences and Technology; Ben-Gurion University of the Negev; BI Norwegian Business School","2025","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0003-3786-8121; https://orcid.org/0009-0003-2803-0228; https://orcid.org/0000-0002-4290-584X; https://orcid.org/0000-0001-8406-9467; https://orcid.org/0000-0003-3372-7778; https://orcid.org/0000-0003-2986-6468; https://orcid.org/0000-0003-3025-4194; https://orcid.org/0000-0003-1341-0669"
"199","Fairness in precision medicine: Evaluating algorithmic bias in length of stay and readmission for asthma in the All of Us Research Program","https://doi.org/10.1016/j.jaci.2024.12.921","Tesfaye B. Mersha; Esteban Correa-Agudelo; Yadu Gautam","USA; USA; USA","La Trobe University; La Trobe University; La Trobe University","2025","Health & Clinical AI","","New","https://orcid.org/0000-0002-9189-8447; https://orcid.org/0000-0003-2910-7015; https://orcid.org/0000-0003-3701-9760"
"200","Understanding AI bias in clinical practice","https://doi.org/10.1016/j.hrthm.2024.08.004","Demilade Adedinsewo; Sana M. Al-Khatib","USA","Universidade Federal de São Paulo; Instituto Federal de Goiás; Idiap Research Institute; Universidade Federal de São Paulo","2024","Health & Clinical AI","","New","https://orcid.org/0000-0002-8629-2029; https://orcid.org/0000-0002-3561-0146"
"201","Evaluating Algorithmic Bias in 30-Day Hospital Readmission Models: Retrospective Analysis","https://doi.org/10.2196/47125","H. Echo Wang; Jonathan P. Weiner; Suchi Saria; Hadi Kharrazi","USA; USA; USA; USA","PES University; PES University","2024","Health & Clinical AI","","New","https://orcid.org/0009-0007-3092-4430; https://orcid.org/0000-0002-8299-3995; https://orcid.org/0000-0002-7667-5210; https://orcid.org/0000-0003-1481-4323"
"202","Multidisciplinary considerations of fairness in medical AI: A scoping review","https://doi.org/10.1016/j.ijmedinf.2023.105175","Yue Wang; Yaxin Song; Zhuo Ma; Xiaoxue Han","China; China; China; China","Tsinghua University; Shanghai Jiao Tong University; Tsinghua University; University of Waterloo; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University","2023","Health & Clinical AI","","New","https://orcid.org/0000-0002-0047-3364; N/A; N/A; https://orcid.org/0009-0001-4329-2133"
"203","Rethinking fairness in unsupervised healthcare AI: A methodological scoping review","https://doi.org/10.1016/j.jbi.2026.105040","Malek Adouani; Djillali Annane; Zaineb Chelly Dagdia","France; France; France","University of Illinois Chicago; University of Illinois Urbana-Champaign","2026","Health & Clinical AI","","New","N/A; N/A; https://orcid.org/0000-0002-2551-6586"
"204","Ontology-grounded knowledge graphs for mitigating hallucinations in large language models for clinical question answering","https://doi.org/10.1016/j.jbi.2026.104993","Mohamed Ali; Zaki Taha; Mohamed Mabrouk Morsey","Egypt; Egypt; Egypt","University of Oxford; University of Oxford; University of Oxford; University of Oxford; University of Oxford","2026","Graph-Based Fairness & Bias Mitigation","","New","N/A; https://orcid.org/0009-0003-4090-6026; https://orcid.org/0009-0005-6181-9057"
"205","Toward fair medical advice: Addressing and mitigating bias in large language model-based healthcare applications","https://doi.org/10.1016/j.artmed.2025.103216","Haohui Lu; Ye Lin; Zhidong Li; Man Lung Yiu; Yu Gao; Shahadat Uddin","Australia; Australia; Australia; Hong Kong; Australia; Australia","Charles Darwin University; University of Technology Sydney; University of Technology Sydney; The Hong Kong Polytechnic University; Charles Darwin University; The University of Sydney","2025","Health & Clinical AI","","New","https://orcid.org/0000-0002-5338-156X; N/A; https://orcid.org/0000-0003-3288-5547; https://orcid.org/0000-0002-9619-4924; https://orcid.org/0000-0003-2544-6642; https://orcid.org/0000-0003-0091-6919"
"206","Meta-Fair: AI-assisted fairness testing of large language models","https://doi.org/10.1016/j.infsof.2026.108075","Miguel Romero-Arjona; José A. Parejo; Juan C. Alonso; Ana B. Sánchez; Aitor Arrieta; Sergio Segura","Spain; Spain; Spain; Spain; Spain; Spain","Shanghai Normal University; Shanghai International Studies University; Shanghai Normal University","2026","LLMs & NLP","","New","N/A; N/A; https://orcid.org/0000-0002-1177-9262; N/A; https://orcid.org/0000-0001-7507-5080; N/A"
"207","A resource-efficient framework for cultural alignment in large language models (LLMs): The Chinese context","https://doi.org/10.1016/j.daai.2026.100063","Jingyu Wu; Shi Chen; Pengchen Chen; Wantong Du; Hong Gao; Lu Wang; Preben Hansen","China; China; China; China; China; China; Sweden","University of Bologna; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; University of Bologna; Tsinghua University; Tsinghua University","2026","LLMs & NLP","","New","N/A; https://orcid.org/0000-0002-3577-5725; N/A; N/A; https://orcid.org/0009-0004-1231-4127; N/A; https://orcid.org/0000-0002-5150-9101"
"208","Diagnosing the bias iceberg in large language models: A three-level framework of explicit, evaluative, and implicit gender bias","https://doi.org/10.1016/j.ipm.2025.104554","Anling Xiang","China","Seattle University; UCLA Health","2025","LLMs & NLP","","New","https://orcid.org/0000-0003-1690-1586"
"209","Fine-tuning large language models in federated learning with fairness-aware prompt selection","https://doi.org/10.1016/j.neunet.2025.108160","Yalan Jiang; Zhongliang Li; Bin Song","China; China; China","Johns Hopkins University; University of Maryland, College Park; University of Maryland, College Park; World Bank; Accenture (United States); University of Maryland, College Park; Johns Hopkins University","2025","LLMs & NLP","","New","https://orcid.org/0000-0002-3299-9766; https://orcid.org/0000-0002-9987-5901; https://orcid.org/0000-0002-8096-3370"
"210","Fairness and social bias quantification in Large Language Models for sentiment analysis","https://doi.org/10.1016/j.knosys.2025.113569","Majdi I. Radaideh et al.","USA; USA; USA; USA; USA","Renmin University of China; Tencent (China); Tencent (China); Tencent (China); Renmin University of China; Renmin University of China","2025","LLMs & NLP","","New","https://orcid.org/0000-0002-2743-0567; https://orcid.org/0000-0002-2743-0567; https://orcid.org/0009-0008-6695-6749; https://orcid.org/0000-0002-2743-0567; https://orcid.org/0000-0002-2743-0567"
"211","Implicit Gender, Racial, and Ethnic Biases in Large Language Models: An Audit Study of Automated Psychiatric Diagnoses","https://doi.org/10.1016/j.mcpdig.2026.100344","Sachin R. Pendse; Mini Jain; Neha Kumar; Munmun De Choudhury","USA; USA; USA; USA","Queen Mary University of London; Queen Mary University of London","2026","LLMs & NLP","","New","https://orcid.org/0000-0001-6925-3258; N/A; N/A; N/A"
"212","Consistent focus: Mitigating permutation bias in large language models through attention weight averaging","https://doi.org/10.1016/j.eswa.2025.128726","Kunxi Li; Zesheng Shi; Miao Hu et al.","China; China; China; China; China; China; China","Delft University of Technology; Delft University of Technology","2025","LLMs & NLP","","New","https://orcid.org/0009-0006-4433-2236; N/A; https://orcid.org/0000-0003-2858-6931; N/A; https://orcid.org/0000-0002-5657-5271; https://orcid.org/0000-0001-7016-3698; N/A"
"213","LIBRA: Measuring Bias of Large Language Model from a Local Context","https://doi.org/10.1007/978-3-031-88708-6_1","B. Y. Pang; Tingrui Qiao; Caroline Walker; Chris Cunningham; Yun Sing Koh","New Zealand; New Zealand; New Zealand; New Zealand; New Zealand","University College Dublin; University College Dublin; University College Dublin; University College Dublin; University College Dublin","2025","LLMs & NLP","","New","https://orcid.org/0000-0002-6411-8628; https://orcid.org/0009-0000-8396-673X; https://orcid.org/0000-0002-9210-7651; https://orcid.org/0000-0001-7083-9088; https://orcid.org/0000-0001-7256-4049"
"214","PureBiasoMeter: Decoupling Popularity Bias from User Fairness in LLM-Based Recommender Systems","https://doi.org/10.1007/978-3-032-13342-7_14","Shirin Tahmasebi; Muhammad Hamad; Amir H. Payberah; Mihhail Matskin","Sweden; Sweden; Sweden; Sweden","Hong Kong Baptist University; Hong Kong Baptist University; Hong Kong Baptist University","2026","Recommender Systems","","New","N/A; N/A; https://orcid.org/0000-0002-2748-8929; N/A"
"215","Bias Mitigation and Shifting Ideologies of LLM by Prompting","https://doi.org/10.1007/978-3-031-94171-9_41","Yuji Ueda; Hirohiko Suwa","Japan; Japan","Carnegie Mellon University; LinkedIn (United States); LinkedIn (United States); LinkedIn (United States)","2025","LLMs & NLP","","New","N/A; https://orcid.org/0000-0002-8519-3352"
"216","Detection, Classification, and Mitigation of Gender Bias in Large Language Models","https://doi.org/10.1007/978-981-95-3352-7_42","Xiaoqing Cheng; Hongying Zan; Lulu Kong; Jinwang Song; Min Peng","China; China; China; China; China","Middle Tennessee State University; Middle Tennessee State University; Middle Tennessee State University","2025","LLMs & NLP","","New","https://orcid.org/0000-0001-5321-1459; https://orcid.org/0000-0002-8874-1262; https://orcid.org/0009-0001-8454-1546; N/A; https://orcid.org/0000-0002-0901-3102"
"217","ReFaRAG: Re-ranking for Bias Mitigation in Retrieval-Augmented Generation","https://doi.org/10.1007/978-3-032-05727-3_42","Yingqi Zhao; Vasilis Efthymiou; Jyrki Nummenmaa; Kostas Stefanidis","Finland; Greece; Finland; Finland","Tampere University;Harokopio University of Athens;Tampere University;Tampere University","2025","LLMs & NLP","","New","N/A; https://orcid.org/0000-0002-0683-030X; https://orcid.org/0000-0002-7476-7840; https://orcid.org/0000-0003-1317-8062"
"218","Anchorlogy: An Ontology for Anchoring Bias Detection in Forecasting","https://doi.org/10.1007/978-3-031-94569-4_16","Mateus Peixoto; Fernanda Baião; Renata Guizzardi; Giancarlo Guizzardi","Brazil; Brazil; Netherlands; Netherlands","Ben-Gurion University of the Negev; University of Sussex; Ben-Gurion University of the Negev; Beth Israel Deaconess Medical Center; Harvard–MIT Division of Health Sciences and Technology; Ben-Gurion University of the Negev; BI Norwegian Business School","2025","Graph-Based Fairness & Bias Mitigation","","New","N/A; https://orcid.org/0000-0001-7932-7134; https://orcid.org/0000-0002-5804-5741; https://orcid.org/0000-0002-3452-553X"
"219","Understanding and Mitigating Bias in Artificial Intelligence Systems: An Ontological Perspective","https://doi.org/10.1007/978-3-032-12990-1_41","Om Roy; Dhruv Shingala; Priyanka Patel","India; India; India","La Trobe University; La Trobe University; La Trobe University","2026","Graph-Based Fairness & Bias Mitigation","","New","N/A; N/A; N/A"
"220","Exploring Equity: Integrating Knowledge Graphs in Fairness Testing Methodologies","https://doi.org/10.1007/978-3-031-85856-7_11","Jonathan Bernabe Dabu; Muhammad Abdul Rahim; Muhammad Abid; Shahid Hussain","USA; USA; USA; USA","Universidade Federal de São Paulo; Instituto Federal de Goiás; Idiap Research Institute; Universidade Federal de São Paulo","2025","Graph-Based Fairness & Bias Mitigation","","New","N/A; https://orcid.org/0000-0002-8184-5480; https://orcid.org/0000-0001-8996-1120; https://orcid.org/0000-0002-3722-8100"
"221","Fairness and Biases in Healthcare AI: A Review of Definitions, Metrics, and Mitigation Strategies","https://doi.org/10.1007/978-3-032-18716-1_28","Abdelkader Bouazza; Mohcine Kodad; Mostafa Azizi; Ayoub Oulhayane; Abdelaziz Benkhalifa","Morocco; Morocco; Morocco; Morocco; Morocco","Mohammed First University;Mohammed First University;Mohammed First University;Mohammed First University;Mohammed First University","2026","Health & Clinical AI","","New","https://orcid.org/0009-0002-7321-7297; https://orcid.org/0000-0002-9128-1519; https://orcid.org/0000-0001-9936-3001; N/A; N/A"
"222","Balancing Fairness and Performance in Healthcare AI: A Gradient Reconciliation Approach","https://doi.org/10.1007/978-3-031-95838-0_47","Xiaoyang Wang; Christopher C. Yang","USA; USA","Tsinghua University; Shanghai Jiao Tong University; Tsinghua University; University of Waterloo; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University; Tsinghua University","2025","Health & Clinical AI","","New","https://orcid.org/0000-0002-8471-4670; https://orcid.org/0000-0001-5463-6926"
"223","A Practical Framework for Auditing Fairness in Medical AI","https://doi.org/10.1007/978-3-032-10489-2_23","Andreea M. Oprescu et al.","Spain; Spain; Spain; Spain; Spain; Spain; Spain","University of Illinois Chicago; University of Illinois Urbana-Champaign","2025","Health & Clinical AI","","New","N/A; N/A; N/A; https://orcid.org/0000-0001-5239-8207; https://orcid.org/0000-0003-2818-027X; https://orcid.org/0000-0001-6965-9485; https://orcid.org/0000-0001-8731-6195"
"224","Health Care for All: Combating Bias in Generative AI for Fair Medical Outcomes","https://doi.org/10.1007/978-3-031-96518-0_2","Khaled ELKarazle; Valliappan Raman; Caslon Chua; Patrick Then","Malaysia; India; Malaysia; Malaysia","University of Oxford; University of Oxford; University of Oxford; University of Oxford; University of Oxford","2025","Health & Clinical AI","","New","https://orcid.org/0000-0001-7545-1605; https://orcid.org/0000-0002-9363-2319; N/A; https://orcid.org/0000-0002-6079-2527"
"225","A Comprehensive Survey on Bias and Fairness in Generative AI: Legal, Ethical, and Technical Responses","https://doi.org/10.1007/978-981-96-7273-8_22","Xiaojian Lin; Michael Losavio","Hong Kong; USA","The University of Hong Kong; University of Louisville","2025","General Fairness & Bias Mitigation","","New","N/A; N/A"
"226","FAIR-MED: Bias Detection and Fairness Evaluation in Healthcare Focused XAI","https://doi.org/10.1007/978-3-032-08317-3_18","Katsiaryna Bahamazava; Ruairi O'Reilly","Italy; Ireland","Shanghai Normal University; Shanghai International Studies University; Shanghai Normal University","2025","Health & Clinical AI","","New","https://orcid.org/0000-0001-6645-5276; https://orcid.org/0000-0001-7990-3461"
"227","From Ethical Declarations to Provable Independence: An Ontology-Driven Optimal-Transport Framework for Certifiably Fair AI Systems","https://doi.org/10.48550/arXiv.2510.08086","Sukriti Bhattacharya; Chitro Majumdar","Luxembourg; United Arab Emirates"," Luxembourg Institute of Science & Technology;
Chief Investment Risk Strategist for Sovereign Institutions
Founder, RsRL","2025","Graph-Based Fairness & Bias Mitigation","","New","https://orcid.org/0000-0002-2439-7546; N/A"
"228","Fairness-aware Cross-Domain Recommendation","https://doi.org/10.1007/978-981-97-5555-4_19","Jiakai Tang; Xueyang Feng; Xu Chen","China; China; China","Seattle University; UCLA Health","2025","Recommender Systems","","New","https://orcid.org/0000-0001-9543-8889; https://orcid.org/0000-0003-4426-5732; https://orcid.org/0000-0003-0144-1775"
"229","Fairness Through Domain Awareness: Mitigating Popularity Bias for Music Discovery","https://doi.org/10.1007/978-3-031-56066-8_27","Rebecca Salganik; Fernando Díaz; Golnoosh Farnadi","Canada; USA; Canada","Johns Hopkins University; University of Maryland, College Park; University of Maryland, College Park; World Bank; Accenture (United States); University of Maryland, College Park; Johns Hopkins University","2024","Recommender Systems","","New","https://orcid.org/0009-0007-9273-8780; https://orcid.org/0000-0003-2345-1288; https://orcid.org/0000-0003-4504-8668"
"230","OKRA: An Explainable, Heterogeneous, Multi-stakeholder Job Recommender System","https://doi.org/10.1007/978-3-031-88711-6_22","Roan Schellingerhout; Francesco Barile; Nava Tintarev","Netherlands; Netherlands; Netherlands","Transnational University Limburg; Transnational University Limburg; Transnational University Limburg","2025","Recommender Systems","","New","https://orcid.org/0000-0002-7388-309X; https://orcid.org/0000-0003-4083-8222; https://orcid.org/0000-0002-5007-5161"
"231","Item Popularity Attention for Mitigating Popularity Bias in Sequential Recommendation","https://doi.org/10.1007/978-981-95-4100-3_28","Zhewei Ding; Runxiong Liu; Ming-Wei Lin; Shenbao Yu; Jiayin Lin","China; China; China; China; China","Fujian Normal University; Fujian Normal University; Fujian Normal University; Fujian Normal University; Fujian Normal University","2025","Recommender Systems","","New","N/A; N/A; https://orcid.org/0000-0003-2026-7178; https://orcid.org/0000-0002-6824-4293; https://orcid.org/0000-0001-9350-5240"
"232","Mitigating Popularity Bias for Multi-view Group Recommendation","https://doi.org/10.1007/978-981-96-6963-9_21","Qichang Geng; Xuemin Wang; Chuangying Zhu; Liang Chang; Yu Zeng; Yaorui Gan","China; China; China; China; China; China","Guilin University of Electronic Technology; Guilin University of Electronic Technology; Guilin University of Electronic Technology; Guilin University of Electronic Technology; Guilin University of Electronic Technology; Guilin University of Electronic Technology","2025","Recommender Systems","","New","N/A; https://orcid.org/0000-0002-5041-8443; https://orcid.org/0000-0002-7055-0716; https://orcid.org/0000-0002-9450-5960; https://orcid.org/0009-0000-0263-2990; N/A"
"233","EqStruct-GNN: toward fair recommendation via debiased graph structure learning","https://doi.org/10.1108/IJICC-07-2025-0392","Runxiong Liu; Jiayin Lin","China; China","Fujian Normal University; Fujian Normal University","2025","Recommender Systems","","New","https://orcid.org/0009-0005-6326-9802; https://orcid.org/0000-0001-9472-1981"
"234","The Impact of Popularity Bias and Perceived Fairness on Intention to Use Recommender System in Indonesian E-Commerce","https://doi.org/10.1109/IT67293.2026.11435608","Vaniecia C. Dewi; Nilo Legowo","Indonesia; Indonesia","Binus University; Binus University","2026","Recommender Systems","","New","N/A; N/A"
"235","Fairness Aware Regularization on a Learning-to-Rank Recommender System for Controlling Popularity Bias in E-Commerce Domain","https://doi.org/10.1109/ICITSI.2018.8696023","Dede Kiswanto; Dade Nurjanah; Rita Rismala","Indonesia; Indonesia; Indonesia","Telkom University; Telkom University; Telkom University","2018","Recommender Systems","","New","N/A; https://orcid.org/0000-0001-9318-8409; N/A"
"236","A Dual-Adversarial Learning Framework with Explicit Constraints for Two-Sided Fairness in Recommendation System","https://doi.org/10.1515/opis-2025-0043","Sabrina Karboua; Fouzi Harrag; Farid Meziane","Algeria; Algeria; United Kingdom","University Ferhat Abbas of Setif; University Ferhat Abbas of Setif; University of Derby","2026","Recommender Systems","","New","N/A; https://orcid.org/0000-0002-8348-7146; https://orcid.org/0000-0001-9811-6914"
"237","A scoping review and evidence gap analysis of clinical AI fairness","https://doi.org/10.1038/s41746-025-01667-2","M. Liu; Yilin Ning et al.","Singapore; Singapore; Singapore; United Kingdom; Belgium; Singapore; Singapore; Singapore; Singapore; USA; Singapore; Singapore; Singapore; Singapore; Singapore; Singapore; USA; USA; Singapore; Singapore","Duke-NUS Medical School; Duke-NUS Medical School; Duke-NUS Medical School; University Hospitals Birmingham NHS Foundation Trust; University of Antwerp; Duke-NUS Medical School; Duke-NUS Medical School; Duke-NUS Medical School; Duke-NUS Medical School; University of Florida Health; Singapore National Eye Center; Singapore General Hospital; Singapore General Hospital; Singapore National Eye Center; Singapore National Eye Center; Singapore National Eye Center; Cornell University; Beth Israel Deaconess Medical Center; Singapore General Hospital; National University of Singapore","2025","Health & Clinical AI","","New","https://orcid.org/0000-0002-4274-9613; https://orcid.org/0000-0002-6758-4472; N/A; https://orcid.org/0000-0002-1286-0038; https://orcid.org/0000-0002-9883-9167; https://orcid.org/0009-0003-3249-4869; https://orcid.org/0000-0002-8878-2427; https://orcid.org/0009-0008-5381-9198; N/A; https://orcid.org/0000-0001-5291-5198; https://orcid.org/0000-0003-2264-7174; https://orcid.org/0000-0002-1068-7868; https://orcid.org/0000-0001-6916-5960; https://orcid.org/0000-0003-3443-8601; N/A; https://orcid.org/0000-0001-7365-0053; https://orcid.org/0000-0001-9459-9461; https://orcid.org/0000-0001-6712-6626; https://orcid.org/0000-0001-7874-7612; https://orcid.org/0000-0003-3610-4883"
"238","Advancing Fairness in Clinical AI Decision-Making through a Sociotechnical Threshold Bias Audit","https://doi.org/10.5220/0014304300004070","Dong-Gil Ko","USA","University of Cincinnati","2026","Health & Clinical AI","","New","https://orcid.org/0000-0002-1967-0333"
"239","Biased AI: A Case for Positive Bias in Healthcare AI","https://doi.org/10.3233/SHTI250912","Hurmat Ali Shah; Zain Ul Abideen Tariq; Marco Agus; Mowafa Househ","Qatar; Qatar; Qatar; Qatar","Hamad bin Khalifa University; Hamad bin Khalifa University; Hamad bin Khalifa University; Hamad bin Khalifa University","2025","Health & Clinical AI","","New","https://orcid.org/0000-0002-5691-4819; https://orcid.org/0009-0006-1321-2995; https://orcid.org/0000-0003-2752-3525; https://orcid.org/0000-0002-3648-6271"
"240","Governing Healthcare AI in the Real World: How Fairness, Transparency, and Human Oversight Can Coexist","https://doi.org/10.3390/sci8020036","Paolo Bailo; Giulio Nittari et al.","Italy; Italy; Italy; Italy; Italy; Italy","Università di Camerino; Università di Camerino; Università di Camerino; University of Trieste; University Niccolò Cusano; Università di Camerino","2026","Health & Clinical AI","","New","https://orcid.org/0000-0001-7041-838X; https://orcid.org/0000-0002-7918-8442; https://orcid.org/0000-0001-7987-3397; N/A; N/A; https://orcid.org/0000-0002-0445-0987"
"241","Mitigating Data Bias in Healthcare AI with Self-Supervised Standardization","https://doi.org/10.1109/JBHI.2025.3588196","Guipeng Lan; Yong Zhu; Shuai Xiao; Muddesar Iqbal; Jiachen Yang","China; China; China; Saudi Arabia; China","Tianjin University; Tianjin University; Tianjin University; Prince Sultan University; Tianjin University","2025","Health & Clinical AI","","New","https://orcid.org/0000-0001-7321-7460; https://orcid.org/0000-0002-9806-1965; https://orcid.org/0000-0003-4058-8120; https://orcid.org/0000-0002-8438-6726; https://orcid.org/0000-0003-2558-552X"
